t,value
1532097147,2
1532097150,2
1532097153,2
1532097156,2
1532097159,2
1532097162,2
1532097165,2
1532097168,2
1532097171,2
1532097174,2
1532097177,2
1532097180,2
1532097183,2
1532097186,2
1532097189,2
1532097192,2
1532097195,2
1532097198,2
1532097201,2
1532097204,2
1532097207,2
1532097210,2
1532097213,2
1532097216,2
1532097219,2
1532097222,2
1532097225,2
1532097228,2
1532097231,2
1532097234,2
1532097237,2
1532097240,2
1532097243,2
1532097246,2
1532097249,2
1532097252,2
1532097255,2
1532097258,2
1532097261,2
1532097264,2
1532097267,2
1532097270,2
1532097273,2
1532097276,2
1532097279,2
1532097282,2
1532097285,2
1532097288,2
1532097291,2
1532097294,2
1532097297,2
1532097300,2
1532097303,2
1532097306,2
1532097309,2
1532097312,2
1532097315,2
1532097318,2
1532097321,2
1532097324,2
1532097327,2
1532097330,2
1532097333,2
1532097336,2
1532097339,2
1532097342,2
1532097345,2
1532097348,2
1532097351,2
1532097354,2
1532097357,2
1532097360,2
1532097363,2
1532097366,2
1532097369,2
1532097372,2
1532097375,2
1532097378,2
1532097381,2
1532097384,2
1532097387,2
1532097390,2
1532097393,2
1532097396,2
1532097399,2
1532097402,2
1532097405,2
1532097408,2
1532097411,2
1532097414,2
1532097417,2
1532097420,2
1532097423,2
1532097426,2
1532097429,2
1532097432,2
1532097435,2
1532097438,2
1532097441,2
1532097444,2
1532097447,2
1532097450,2
1532097453,2
1532097456,2
1532097459,2
1532097462,2
1532097465,2
1532097468,2
1532097471,2
1532097474,2
1532097477,2
1532097480,2
1532097483,2
1532097486,2
1532097489,2
1532097492,2
1532097495,2
1532097498,2
1532097501,2
1532097504,2
1532097507,2
1532097510,2
1532097513,2
1532097516,2
1532097519,2
1532097522,2
1532097525,2
1532097528,2
1532097531,2
1532097534,2
1532097537,2
1532097540,2
1532097543,2
1532097546,2
1532097549,2
1532097552,2
1532097555,2
1532097558,2
1532097561,2
1532097564,2
1532097567,2
1532097570,2
1532097573,2
1532097576,2
1532097579,2
1532097582,2
1532097585,2
1532097588,2
1532097591,2
1532097594,2
1532097597,2
1532097600,2
1532097603,2
1532097606,2
1532097609,2
1532097612,2
1532097615,2
1532097618,2
1532097621,2
1532097624,2
1532097627,2
1532097630,2
1532097633,2
1532097636,2
1532097639,2
1532097642,2
1532097645,2
1532097648,2
1532097651,2
1532097654,2
1532097657,2
1532097660,2
1532097663,2
1532097666,2
1532097669,2
1532097672,2
1532097675,2
1532097678,2
1532097681,2
1532097684,2
1532097687,2
1532097690,2
1532097693,2
1532097696,2
1532097699,2
1532097702,2
1532097705,2
1532097708,2
1532097711,2
1532097714,2
1532097717,2
1532097720,2
1532097723,2
1532097726,2
1532097729,2
1532097732,2
1532097735,2
1532097738,2
1532097741,2
1532097744,2
1532097747,2
1532097750,2
1532097753,2
1532097756,2
1532097759,2
1532097762,2
1532097765,2
1532097768,2
1532097771,2
1532097774,2
1532097777,2
1532097780,2
1532097783,2
1532097786,2
1532097789,2
1532097792,2
1532097795,2
1532097798,2
1532097801,2
1532097804,2
1532097807,2
1532097810,2
1532097813,2
1532097816,2
1532097819,2
1532097822,2
1532097825,2
1532097828,2
1532097831,2
1532097834,2
1532097837,2
1532097840,2
1532097843,2
1532097846,2
1532097849,2
1532097852,2
1532097855,2
1532097858,2
1532097861,2
1532097864,2
1532097867,2
1532097870,2
1532097873,2
1532097876,2
1532097879,2
1532097882,2
1532097885,2
1532097888,2
1532097891,2
1532097894,2
1532097897,2
1532097900,2
1532097903,2
1532097906,2
1532097909,2
1532097912,2
1532097915,2
1532097918,2
1532097921,2
1532097924,2
1532097927,2
1532097930,2
1532097933,2
1532097936,2
1532097939,2
1532097942,2
1532097945,2
1532097948,2
1532097951,2
1532097954,2
1532097957,2
1532097960,2
1532097963,2
1532097966,2
1532097969,2
1532097972,2
1532097975,2
1532097978,2
1532097981,2
1532097984,2
1532097987,2
1532097990,2
1532097993,2
1532097996,2
1532097999,2
1532098002,2
1532098005,2
1532098008,2
1532098011,2
1532098014,2
1532098017,2
1532098020,2
